manufacturer,model,year,engine_dropdown,engine_name,stock_bhp,stage1_bhp,bhp_gain,stock_torque,stage1_torque,torque_gain,options_available,ecus,tools,stage_name,stage_id,parent_vehicle_id
BMW,7-Series,G11/G12 - 2016 -> 2019,740D - 320hp,740D,320,400,80,680,800,120,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch MD1'],"['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6593,829
BMW,7-Series,G11/G12 - 2016 -> 2019,740E - 258hp,740E,258,385,127,400,600,200,,,,Stage 1,6594,830
BMW,7-Series,G11/G12 - 2016 -> 2019,750 xd - 400hp,750 xd,400,450,50,760,850,90,,['Bosch MDG1_MD1CP002'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'bFlash']",Stage 1,13327,4968
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,730d - 265hp,730d,265,310,45,620,700,80,,['Bosch MD1'],['CMDFlash'],Stage 1,19738,11359
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,740d - 320hp,740d,320,400,80,680,800,120,,['Bosch MDG1_MD1CP002'],['Autotuner'],Stage 1,19739,11360
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,750d - 400hp,750d,400,465,65,760,870,110,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable']",['Bosch MDG1_MD1CP002'],['Autotuner'],Stage 1,19740,11361
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,730d - 286hp,730d,286,330,44,650,720,70,,,,Stage 1,25758,11362
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,740d - 340hp,740d,340,380,40,700,750,50,,,,Stage 1,19741,11363
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,740e - 326hp,740e,326,385,59,450,600,150,,,,Stage 1,19745,11367
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,745e - 394hp,745e,394,500,106,600,800,200,,"['Bosch MG1CS002', 'Bosch MG1CS201']","['Autotuner', 'MagicMotorsport Flex']",Stage 1,19746,11368
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,740i - 340hp,740i,340,400,60,450,580,130,['Specific DTC Disable'],['Bosch MG1CS201'],"['Autotuner', 'MagicMotorsport Flex']",Stage 1,19742,11364
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,750i - 530hp,750i,530,650,120,750,880,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash']",Stage 1,19743,11365
BMW,7-Series,G11/G12 LCI - 2019 -> 2022,M760i - 585hp,M760i,585,700,115,850,1000,150,"['Specific DTC Disable', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'bFlash']",Stage 1,19744,11366
BMW,8 GC-Series,G16 - 10/2019 -> ...,840d - 320hp,840d,320,400,80,680,800,120,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MD1'],['Autotuner'],Stage 1,19753,11378
BMW,8 GC-Series,G16 - 10/2019 -> ...,840i - 340hp,840i,340,400,60,500,580,80,['Specific DTC Disable'],['Bosch MG1CS201'],['Autotuner'],Stage 1,19754,11379
BMW,8 GC-Series,G16 - 10/2019 -> ...,M850i - 530hp,M850i,530,650,120,750,880,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,19755,11380
BMW,8-Series,G15 - 2018 -> 2022,840i - 335hp,840i,335,400,65,450,580,130,['Specific DTC Disable'],"['Bosch MG1CS003', 'Bosch MG1CS201']",['Autotuner'],Stage 1,19752,11377
BMW,8-Series,G15 - 2018 -> 2022,M850i - 530hp,M850i,530,680,150,750,850,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Speed Limiter Disable']","['Bosch MG1CS201', 'Bosch MG1CS001']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6595,8596
BMW,8-Series,G15 - 2018 -> 2022,xDrive 840d - 320hp,xDrive 840d,320,400,80,680,800,120,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MD1CP002'],"['Alientech K-TAG', 'Alientech KESS3', 'Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6596,8597
BMW,i8,2014 -> 2017,i8 - 362hp,i8,362,400,38,570,650,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6195,4969
BMW,i8,2017 -> ...,i8 - 374hp,i8,374,410,36,570,650,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],,Stage 1,6196,8499
BMW,M2,F87 - 2016 -> 2021,M2 - 370hp,M2,370,410,40,465,580,115,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MED17.2.6', 'Bosch MEVD17.2.G']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6598,832
BMW,M2,F87 - 2016 -> 2021,M2 Competition - 410hp,M2 Competition,410,500,90,550,680,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],"['Alientech K-TAG', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6599,8598
BMW,M2,F87 - 2016 -> 2021,M2 CS - 455hp,M2 CS,455,500,45,600,680,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],['Autotuner'],Stage 1,6600,8599
BMW,M2,G8X - 2022 -> 2024,3.0 Bi-Turbo - 460hp,3.0 Bi-Turbo,460,640,180,550,800,250,,,,Stage 1,25056,16724
BMW,M3,E36 - 1991 -> 1998,M3 - 286hp,M3,286,306,20,320,345,25,"['Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MS41', 'Siemens/Continental MSS50']",['Alientech KESSv2'],Stage 1,25344,17086
BMW,M3,E36 - 1991 -> 1998,M3 - 321hp,M3,321,350,29,350,380,30,"['Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MS41', 'Siemens/Continental MSS50']","['Alientech KESSv2', 'Dimsport New Genius', 'bFlash bFlash']",Stage 1,25345,17087
BMW,M3,E46 - 1998 -> 2005,E46 M3 - 343hp,E46 M3,343,365,22,365,390,25,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSS52', 'Siemens/Continental MSS54']","['Alientech KESS3', 'Alientech KESSv2', 'CMDFlash', 'Dimsport New Genius', 'bFlash']",Stage 1,6601,833
BMW,M3,E46 - 1998 -> 2005,E46 M3 CSL - 360hp,E46 M3 CSL,360,380,20,370,390,20,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSS54'],['Alientech KESSv2'],Stage 1,6602,834
BMW,M3,E90 - 2005 -> 09/2011,M3 E9x - 420hp,M3 E9x,420,439,19,400,430,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSS60'],"['Alientech KESS3', 'Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6603,835
BMW,M3,F80 - 09/2011 -> 2020,M3 - 431hp,M3,431,500,69,550,680,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6604,836
BMW,M3,F80 - 09/2011 -> 2020,M3 Competition - 450hp,M3 Competition,450,500,50,550,680,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6606,8601
BMW,M3,F80 - 09/2011 -> 2020,M3 CS - 460hp,M3 CS,460,500,40,600,680,80,,['Bosch MEVD17.2.G'],,Stage 1,6607,8602
BMW,M3,F80 - 09/2011 -> 2020,M3 Grigio / Avus Edition - 450hp,M3 Grigio / Avus Edition,450,500,50,550,680,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6605,8600
BMW,M3,G8x - 2021 -> 2024,3.0 - 480hp,3.0,480,640,160,550,800,250,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Pops & Bangs', 'Decat', 'Rev Limiter Increase', 'OPF Disable']",['Bosch MG1CS049'],['Femto OBD'],Stage 1,24741,11369
BMW,M3,G8x - 2021 -> 2024,3.0 Competition - 510hp,3.0 Competition,510,640,130,650,800,150,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Pops & Bangs', 'Decat', 'Rev Limiter Increase', 'OPF Disable']",['Bosch MG1CS049'],['Femto OBD'],Stage 1,24739,11371
BMW,M3,G8x - 2021 -> 2024,3.0 CS - 550hp,3.0 CS,550,640,90,650,800,150,,,,Stage 1,25358,11370
BMW,M3,G8x LCI - 2024 -> ...,M3 Competition xDrive - 530hp,M3 Competition xDrive,530,640,110,650,800,150,,,,Stage 1,25545,17380
BMW,M3,G8x LCI - 2024 -> ...,M3 Touring CS - 550hp,M3 Touring CS,550,640,90,650,800,150,,,,Stage 1,25546,17381
BMW,M4,F82/F83 - 2014 -> 2021,GTS - 500hp,GTS,500,530,30,600,700,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],['Autotuner'],Stage 1,6611,838
BMW,M4,F82/F83 - 2014 -> 2021,M4 - 431hp,M4,431,500,69,550,680,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.G', 'Getrag DKG']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6608,837
BMW,M4,F82/F83 - 2014 -> 2021,M4 Competition - 450hp,M4 Competition,450,500,50,550,680,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6609,8603
BMW,M4,F82/F83 - 2014 -> 2021,M4 CS - 460hp,M4 CS,460,500,40,600,680,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.G'],['Autotuner'],Stage 1,6610,8604
BMW,M4,G82 - 03/2021 -> 04/2024,3.0 Bi-Turbo - 480hp,3.0 Bi-Turbo,480,600,120,600,800,200,,,,Stage 1,19747,11372
BMW,M4,G82 - 03/2021 -> 04/2024,M4 Competition - 510hp,M4 Competition,510,610,100,650,800,150,,,,Stage 1,19748,11373
BMW,M4,G82 - 03/2021 -> 04/2024,M4 CSL - 550hp,M4 CSL,550,640,90,650,800,150,"['Flaps', 'Start/Stop Disable']",,,Stage 1,25563,17422
BMW,M4,G82 LCI - 05/2024 -> ...,M4 CS - 550hp,M4 CS,550,640,90,650,800,150,,,,Stage 1,25520,17336
BMW,M5,E39 - 1995 -> 2003,E39 M5 - 400hp,E39 M5,400,430,30,500,535,35,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSS52'],"['Alientech KESSv2', 'CMDFlash']",Stage 1,6612,839
BMW,M5,E60 - 2003 -> 2010,E60 M5 - 507hp,E60 M5,507,537,30,520,550,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSS65'],"['Alientech KESSv2', 'CMDFlash', 'Dimsport New Genius']",Stage 1,6613,840
BMW,M5,F10 - 2011 -> 2017,F10 M5 - 560hp,F10 M5,560,680,120,680,850,170,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable', 'Start/Stop Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'Dimsport New Genius', 'MagicMotorsport Flex', 'bFlash', 'Dimsport New Trasdata']",Stage 1,6614,841
BMW,M5,F10 - 2011 -> 2017,"F10 M5 ""30 Jahre Edition"" - 600hp","F10 M5 ""30 Jahre Edition""",600,680,80,700,850,150,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']",['Autotuner'],Stage 1,6616,843
BMW,M5,F10 - 2011 -> 2017,"F10 M5 ""Competition"" - 575hp","F10 M5 ""Competition""",575,680,105,680,850,170,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6615,842
BMW,M5,F90 - 2017 -> 2023,4.4 V8 Bi-Turbo - 600hp,4.4 V8 Bi-Turbo,600,680,80,750,850,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6617,8605
BMW,M5,F90 - 2017 -> 2023,4.4 V8 Bi-Turbo Competition - 625hp,4.4 V8 Bi-Turbo Competition,625,680,55,750,850,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6618,8606
BMW,M5,F90 - 2017 -> 2023,4.4 V8 Bi-Turbo CS - 635hp,4.4 V8 Bi-Turbo CS,635,680,45,750,850,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,19749,11374
BMW,M5,G90 - 2024 -> ...,4.4 V8T - 727hp,4.4 V8T,727,850,123,1000,1100,100,,,,Stage 1,25638,17527
BMW,M6,All Years,M6 - 5.0 V10 - 507hp,M6 - 5.0 V10,507,537,30,537,550,13,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSS65'],"['Alientech KESSv2', 'CMDFlash', 'Dimsport New Genius']",Stage 1,6619,844
BMW,M6,All Years,M6 - V8 4.4 Bi-Turbo - 560hp,M6 - V8 4.4 Bi-Turbo,560,680,120,680,850,170,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6620,845
BMW,M6,All Years,M6 Compétition- V8 4.4 Bi-Turbo - 600hp,M6 Compétition- V8 4.4 Bi-Turbo,600,680,80,700,850,150,,"['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Alientech KESSv2', 'Autotuner', 'MagicMotorsport Flex']",Stage 1,6621,8607
BMW,M8,G15 - 2019 -> ...,4.4 V8 Bi-Turbo - 600hp,4.4 V8 Bi-Turbo,600,680,80,750,850,100,['Specific DTC Disable'],"['Bosch MG1CS003', 'Bosch MG1CS201']",['Autotuner'],Stage 1,19750,11375
BMW,M8,G15 - 2019 -> ...,4.4 V8 Bi-Turbo Competition - 625hp,4.4 V8 Bi-Turbo Competition,625,680,55,750,850,100,['Specific DTC Disable'],"['Bosch MG1CS003', 'Bosch MG1CS201']","['Autotuner', 'CMDFlash', 'bFlash']",Stage 1,19751,11376
BMW,X1,E84 - 2009 -> 2012,1.8d - 136hp,1.8d,136,180,44,300,400,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C06'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6624,848
BMW,X1,E84 - 2009 -> 2012,1.8d - 143hp,1.8d,143,180,37,300,400,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C06', 'Bosch EDC17C41']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,13328,849
BMW,X1,E84 - 2009 -> 2012,2.0d - 163hp,2.0d,163,210,47,350,420,70,,"['Bosch EDC17', 'Bosch EDC17CP02', 'Bosch EDC17C41']",['Autotuner'],Stage 1,6625,850
BMW,X1,E84 - 2009 -> 2012,2.0d - 177hp,2.0d,177,210,33,350,420,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6626,851
BMW,X1,E84 - 2009 -> 2012,2.3d - 204hp,2.3d,204,260,56,400,470,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17CP02', 'Bosch EDC16C41']","['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,6627,852
BMW,X1,E84 - 2009 -> 2012,1.8i - 136hp,1.8i,136,160,24,200,220,20,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.3', 'Bosch MEV17.4.6']",['Alientech KESSv2'],Stage 1,6622,846
BMW,X1,E84 - 2009 -> 2012,1.8i - 150hp,1.8i,150,160,10,200,220,20,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEV1746', 'Siemens/Continental MSD81']","['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6623,847
BMW,X1,E84 - 2012 -> 2015,1.6i - 143hp,1.6i,143,245,102,190,330,140,,,,Stage 1,14125,4910
BMW,X1,E84 - 2012 -> 2015,1.8i - 150hp,1.8i,150,260,110,200,420,220,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEV1746', 'Bosch MEVD17.2.4']",['Dimsport New Trasdata'],Stage 1,6628,853
BMW,X1,E84 - 2012 -> 2015,2.0i - 184hp,2.0i,184,260,76,270,420,150,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.4', 'Bosch MEVD17.2.9', 'Bosch EDC17C41']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,13329,854
BMW,X1,E84 - 2012 -> 2015,2.8i - 245hp,2.8i,245,290,45,350,450,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.4', 'Bosch MEVD17.2.9']","['Autotuner', 'CMDFlash']",Stage 1,6629,855
BMW,X1,E84 - 2012 -> 2015,16d (1995cc) - 116hp,16d (1995cc),116,190,74,260,400,140,,"['Bosch EDC17C50', 'Bosch EDC17C41']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,13330,856
BMW,X1,E84 - 2012 -> 2015,18d (1995cc) - 143hp,18d (1995cc),143,190,47,320,400,80,,"['Bosch EDC17 (1600 bars rail system only)', 'Bosch EDC17C06', 'Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,13331,857
BMW,X1,E84 - 2012 -> 2015,2.0d - 163hp,2.0d,163,220,57,380,440,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17 (1800 bars rail system only)', 'Bosch EDC17C50']",['Autotuner'],Stage 1,6630,858
BMW,X1,E84 - 2012 -> 2015,2.0d - 184hp,2.0d,184,210,26,380,420,40,,"['Bosch EDC17 (1800 bars rail system only)', 'Bosch EDC17C41']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'Dimsport New Genius']",Stage 1,6631,859
BMW,X1,E84 - 2012 -> 2015,25d (1995cc) - 218hp,25d (1995cc),218,270,52,450,500,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17CP45'],"['Autotuner', 'MagicMotorsport Flex']",Stage 1,6632,860
BMW,X1,F48 - 10/2015 -> 2019,s16d - 116hp,s16d,116,150,34,270,330,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable']","['Bosch EDC17C50', 'Bosch MD1']","['Alientech KESS3', 'Autotuner', 'CMDFlash']",Stage 1,6635,4641
BMW,X1,F48 - 10/2015 -> 2019,s18d - 150hp,s18d,150,190,40,330,400,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable']","['Bosch EDC17C50', 'Bosch MD1']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6636,4971
BMW,X1,F48 - 10/2015 -> 2019,x18d - 150hp,x18d,150,190,40,330,400,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable']","['Bosch EDC17C50', 'Bosch MD1']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6637,863
BMW,X1,F48 - 10/2015 -> 2019,x20d - 190hp,x20d,190,220,30,400,440,40,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable']","['Bosch EDC17C50', 'Bosch MD1', 'Bosch EDC17C46']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6638,864
BMW,X1,F48 - 10/2015 -> 2019,x25d - 231hp,x25d,231,270,39,450,500,50,,['Bosch EDC17CP49'],"['Autotuner', 'MagicMotorsport Flex']",Stage 1,6639,865
BMW,X1,F48 - 10/2015 -> 2019,s18i - 136hp,s18i,136,170,34,220,280,60,"['Specific DTC Disable', 'Start/Stop Disable']","['Bosch MEVD17.2.5', 'Bosch MEVD17.2.3', 'Bosch MG1CS201']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,6633,4970
BMW,X1,F48 - 10/2015 -> 2019,x20i - 192hp,x20i,192,250,58,280,380,100,"['Specific DTC Disable', 'Start/Stop Disable']","['Bosch MEVD17.2.3', 'Bosch MG1CS003']","['Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,13332,861
BMW,X1,F48 - 10/2015 -> 2019,x25i - 231hp,x25i,231,280,49,350,400,50,"['Specific DTC Disable', 'Start/Stop Disable']",['Bosch MEVD17.2.3'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6634,862
BMW,X1,F48 LCI - 08/2019 -> 2022,s16d - 116hp,s16d,116,150,34,270,330,60,,,,Stage 1,19756,11381
BMW,X1,F48 LCI - 08/2019 -> 2022,s18d / x18d - 150hp,s18d / x18d,150,190,40,350,440,90,,,,Stage 1,19757,11382
BMW,X1,F48 LCI - 08/2019 -> 2022,s20d / x20d - 190hp,s20d / x20d,190,220,30,400,440,40,,,,Stage 1,19758,11383
BMW,X1,F48 LCI - 08/2019 -> 2022,x25d - 231hp,x25d,231,270,39,500,550,50,,['Bosch MD1'],['MagicMotorsport Flex'],Stage 1,25351,17094
BMW,X1,F48 LCI - 08/2019 -> 2022,s18i - 140hp,s18i,140,170,30,220,280,60,,,,Stage 1,19759,11384
BMW,X1,F48 LCI - 08/2019 -> 2022,s20i / x20i - 192hp,s20i / x20i,192,250,58,280,440,160,,,,Stage 1,19761,11386
BMW,X1,F48 LCI - 08/2019 -> 2022,x25e - 220hp,x25e,220,245,25,385,435,50,,['Bosch MEVD17.2.3'],,Stage 1,25350,17093
BMW,X1,F48 LCI - 08/2019 -> 2022,x25i - 231hp,x25i,231,290,59,350,400,50,,,,Stage 1,19760,11385
BMW,X2,F39 - 2018 -> 2023,M35i - 306hp,M35i,306,335,29,450,500,50,"['Specific DTC Disable', 'Start/Stop Disable', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,20676,12305
BMW,X2,F39 - 2018 -> 2023,s18i - 136hp,s18i,136,170,34,220,280,60,,"['Bosch MG1CS201', 'Bosch MEVD17.2.3']","['Alientech KESSv2', 'Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6640,8608
