manufacturer,model,year,engine_dropdown,engine_name,stock_bhp,stage1_bhp,bhp_gain,stock_torque,stage1_torque,torque_gain,options_available,ecus,tools,stage_name,stage_id,parent_vehicle_id
BMW,5-Series,G30/31 - 2017 -> 2019,518d - 150hp,518d,150,190,40,320,400,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Speed Limiter Disable']",['Bosch MD1CS001'],"['Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6520,8564
BMW,5-Series,G30/31 - 2017 -> 2019,520d - 163hp,520d,163,220,57,400,480,80,,['Bosch MD1CS001'],"['Alientech K-TAG', 'Alientech KESS3', 'Autotuner Autotuner', 'ByteShooter Toolbox', 'MagicMotorsport Flex']",Stage 1,25958,18122
BMW,5-Series,G30/31 - 2017 -> 2019,520d - 190hp,520d,190,225,35,400,480,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C50', 'Bosch MDG1_MD1CS001', 'Bosch MDG1_MD1CP002']","['Alientech K-TAG', 'Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,15424,6440
BMW,5-Series,G30/31 - 2017 -> 2019,525d - 231hp,525d,231,270,39,500,575,75,"['EGR Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Launch control', 'DPF Disable']",['Bosch MD1CP002'],"['Autotuner Autotuner', 'ByteShooter Toolbox', 'CMD CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,25957,18121
BMW,5-Series,G30/31 - 2017 -> 2019,530d - 265hp,530d,265,310,45,620,720,100,,['Bosch MD1CP002'],"['Alientech K-TAG', 'Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6522,8566
BMW,5-Series,G30/31 - 2017 -> 2019,540d - 320hp,540d,320,400,80,680,800,120,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MDG1_MD1CP002', 'Bosch EDC17CP45']","['Alientech K-TAG', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,6523,8567
BMW,5-Series,G30/31 - 2017 -> 2019,M550d - 400hp,M550d,400,480,80,760,900,140,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'EGR Disable', 'DPF Disable', 'Adblue', 'Start/Stop Disable']",['Bosch MD1'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,15426,6442
BMW,5-Series,G30/31 - 2017 -> 2019,520d - 190hp,520d,190,220,30,400,480,80,,['Bosch MD1CS001'],"['Alientech KESS3', 'Alientech KESSv2', 'Autotuner Autotuner', 'Bitbox Bitbox', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,25959,18123
BMW,5-Series,G30/31 - 2017 -> 2019,520i - 170hp,520i,170,280,110,250,375,125,['Specific DTC Disable'],"['Bosch MG1CS003', 'Bosch MEVD17.2.4']","['Autotuner', 'MagicMotorsport Flex']",Stage 1,15427,6444
BMW,5-Series,G30/31 - 2017 -> 2019,520i - 184hp,520i,184,260,76,290,420,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Speed Limiter Disable']","['Bosch MG1CS003', 'Bosch MG1CS201']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'bFlash']",Stage 1,13324,9693
BMW,5-Series,G30/31 - 2017 -> 2019,530i - 252hp,530i,252,315,63,350,480,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MG1CS003', 'Bosch MG1CS201']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,15420,6436
BMW,5-Series,G30/31 - 2017 -> 2019,540i - 340hp,540i,340,405,65,450,590,140,,"['Bosch MG1CS003', 'Bosch MG1CS201']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,15421,6437
BMW,5-Series,G30/31 - 2017 -> 2019,540i (PP) - 360hp,540i (PP),360,400,40,500,580,80,,"['Bosch MG1CS003', 'Bosch MG1CS201']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6516,8560
BMW,5-Series,G30/31 - 2017 -> 2019,M5 Competition (F90) - 625hp,M5 Competition (F90),625,680,55,750,850,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6519,8563
BMW,5-Series,G30/31 - 2017 -> 2019,M5-4.4 V8 Bi Turbo (F90) - 600hp,M5-4.4 V8 Bi Turbo (F90),600,690,90,750,860,110,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,15423,6439
BMW,5-Series,G30/31 - 2017 -> 2019,M550i - 462hp,M550i,462,550,88,650,790,140,,['Bosch MG1CS003'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,15422,6438
BMW,5-Series,G30/31 - 2017 -> 2019,M550I - 530hp,M550I,530,650,120,750,880,130,"['Decat', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Pops & Bangs', 'Speed Limiter Disable']","['Bosch MG1CS003', 'Bosch MG1CS201']","['Autotuner Autotuner', 'CMD CMDFlash', 'MagicMotorsport Flex']",Stage 1,25960,18124
BMW,5-Series,G30/31 - 2017 -> 2019,530e - 252hp,530e,252,340,88,420,550,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MG1CS003', 'Bosch MG1CS201']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6525,8569
BMW,5-Series,G30/31 LCI - 2020 -> 2023,518d - 150hp,518d,150,190,40,350,400,50,,,,Stage 1,19730,11351
BMW,5-Series,G30/31 LCI - 2020 -> 2023,530d - 286hp,530d,286,330,44,650,720,70,,,,Stage 1,19731,11352
BMW,5-Series,G30/31 LCI - 2020 -> 2023,520d - 190hp,520d,190,220,30,400,480,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Speed Limiter Disable', 'Adblue']",['Bosch MD1'],['MagicMotorsport Flex'],Stage 1,19729,11350
BMW,5-Series,G30/31 LCI - 2020 -> 2023,540d - 340hp,540d,340,380,40,700,750,50,,,,Stage 1,19732,11353
BMW,5-Series,G30/31 LCI - 2020 -> 2023,520e - 204hp,520e,204,240,36,350,430,80,,,,Stage 1,19734,11355
BMW,5-Series,G30/31 LCI - 2020 -> 2023,530e - 292hp,530e,292,400,108,420,700,280,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Speed Limiter Disable', 'Swirl Flaps', 'Start/Stop Disable']",['Bosch MG1CS003'],"['Autotuner', 'MagicMotorsport Flex', 'Alientech KESS3']",Stage 1,19736,11357
BMW,5-Series,G30/31 LCI - 2020 -> 2023,545e - 394hp,545e,394,500,106,600,800,200,,,,Stage 1,19737,11358
BMW,5-Series,G30/31 LCI - 2020 -> 2023,520i - 184hp,520i,184,250,66,290,440,150,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Speed Limiter Disable']","['Bosch MG1CS201', 'Bosch MG1CS003']","['Autotuner', 'CMDFlash']",Stage 1,19733,11354
BMW,5-Series,G30/31 LCI - 2020 -> 2023,M550i - 530hp,M550i,530,650,120,750,880,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],['Autotuner'],Stage 1,19735,11356
BMW,6 GC-Series,F06 - 2013 -> 2018,640d - 313hp,640d,313,360,47,630,700,70,,,,Stage 1,6565,8587
BMW,6 GC-Series,F06 - 2013 -> 2018,640i - 320hp,640i,320,365,45,450,520,70,,,,Stage 1,6561,8583
BMW,6 GC-Series,F06 - 2013 -> 2018,650i Valvetronic - 449hp,650i Valvetronic,449,540,91,650,780,130,,,,Stage 1,6562,8584
BMW,6 GC-Series,F06 - 2013 -> 2018,M6 4.4 Bi Turbo - 560hp,M6 4.4 Bi Turbo,560,680,120,680,850,170,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6563,8585
BMW,6 GC-Series,F06 - 2013 -> 2018,M6 Competition 4.4 Bi Turbo - 575hp,M6 Competition 4.4 Bi Turbo,575,680,105,680,850,170,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']",,Stage 1,6564,8586
BMW,6 GT-Series,G3x - 2017 -> ...,640i - 340hp, 640i,340,400,60,450,580,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS003'],['Autotuner'],Stage 1,6567,8589
BMW,6 GT-Series,G3x - 2017 -> ...,640i (PP) - 360hp, 640i (PP),360,400,40,500,580,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS003'],['Autotuner'],Stage 1,6568,8590
BMW,6 GT-Series,G3x - 2017 -> ...,630i - 258hp,630i,258,310,52,400,470,70,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MG1CS201', 'Bosch MG1CS003']","['Autotuner', 'bFlash']",Stage 1,6566,8588
BMW,6 GT-Series,G3x - 2017 -> ...,620D - 190hp,620D,190,220,30,400,440,40,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Decat']",['Bosch MD1'],"['Autotuner', 'MagicMotorsport Flex']",Stage 1,20666,12295
BMW,6 GT-Series,G3x - 2017 -> ...,630d - 265hp,630d,265,310,45,620,720,100,,['Bosch MD1CP002'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6569,8591
BMW,6 GT-Series,G3x - 2017 -> ...,640D - 320hp,640D,320,400,80,680,800,120,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch MD1'],['MagicMotorsport Flex'],Stage 1,20667,12296
BMW,6-Series,E63 - 2004 -> 2010,630ci - 258hp,630ci,258,284,26,300,330,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSV70', 'Siemens/Continental MSV80']","['Alientech KESS3', 'Alientech KESSv2', 'CMDFlash']",Stage 1,6542,796
BMW,6-Series,E63 - 2004 -> 2010,630ci - 265hp,630ci,265,284,19,300,330,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSV70', 'Siemens/Continental MSV80']","['Alientech KESS3', 'Alientech KESSv2', 'CMDFlash']",Stage 1,6543,797
BMW,6-Series,E63 - 2004 -> 2010,630ci - 272hp,630ci,272,284,12,300,330,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSV70', 'Siemens/Continental MSD80']",['Alientech KESSv2'],Stage 1,6544,798
BMW,6-Series,E63 - 2004 -> 2010,645ci - 333hp,645ci,333,355,22,450,470,20,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME9.2'],"['Alientech K-TAG', 'Alientech KESS3', 'Alientech KESSv2', 'Dimsport New Genius']",Stage 1,6545,799
BMW,6-Series,E63 - 2004 -> 2010,650ci - 367hp,650ci,367,390,23,490,525,35,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME9.2 M&S'],"['Alientech KESSv2', 'CMDFlash', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6546,800
BMW,6-Series,E63 - 2004 -> 2010,M6 - 5.0 V10 - 507hp,M6 - 5.0 V10,507,530,23,537,563,26,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSS65'],"['Alientech KESSv2', 'CMDFlash']",Stage 1,6547,801
BMW,6-Series,E63 - 2004 -> 2010,635d - 286hp,635d,286,340,54,580,680,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C35'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'Dimsport New Genius']",Stage 1,6548,802
BMW,6-Series,E63 - 2004 -> 2010,635d - 306hp,635d,306,340,34,600,680,80,,['Bosch EDC16CP35'],,Stage 1,6549,803
BMW,6-Series,F12/F13 - 2011 -> 2016,640d - 313hp,640d,313,360,47,630,700,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17CP45', 'Bosch EDC17CP09']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6555,808
BMW,6-Series,F12/F13 - 2011 -> 2016,640i - 320hp,640i,320,365,45,450,520,70,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.6', 'Bosch MEVD17.2.G', 'Bosch MEVD17.26']","['Alientech K-TAG', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6550,804
BMW,6-Series,F12/F13 - 2011 -> 2016,650i - 407hp,650i,407,470,63,600,700,100,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSD85', 'Bosch MEVD17']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6551,805
BMW,6-Series,F12/F13 - 2011 -> 2016,650i - valvetronic - 449hp,650i - valvetronic,449,540,91,650,780,130,,"['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,6552,806
BMW,6-Series,F12/F13 - 2011 -> 2016,M6 Compétition- V8 4.4 Bi-Turbo - 600hp,M6 Compétition- V8 4.4 Bi-Turbo,600,680,80,700,850,150,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']",,Stage 1,6554,8577
BMW,6-Series,F12/F13 - 2011 -> 2016,M6 V8 Bi-Turbo - 560hp,M6 V8 Bi-Turbo,560,680,120,680,850,170,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']",,Stage 1,6553,807
BMW,6-Series,G3x - 2017 -> ...,630D - 265hp,630D,265,310,45,620,720,100,,,,Stage 1,6559,8581
BMW,6-Series,G3x - 2017 -> ...,640D - 320hp,640D,320,400,80,680,800,120,,,,Stage 1,6560,8582
BMW,6-Series,G3x - 2017 -> ...,630i - 258hp,630i,258,310,52,400,470,70,,,,Stage 1,6556,8578
BMW,6-Series,G3x - 2017 -> ...,640i - 340hp,640i,340,400,60,450,580,130,,,,Stage 1,6557,8579
BMW,6-Series,G3x - 2017 -> ...,640i (PP) - 360hp,640i (PP),360,400,40,500,580,80,,,,Stage 1,6558,8580
BMW,7-Series,E65 - 2002 -> 2008,730d - 204hp,730d,204,250,46,410,500,90,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C31'],,Stage 1,6570,809
BMW,7-Series,E65 - 2002 -> 2008,730d - 211hp,730d,211,275,64,500,600,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C35'],,Stage 1,6571,810
BMW,7-Series,E65 - 2002 -> 2008,730d - 218hp,730d ,218,260,42,500,580,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC16C31', 'Bosch EDC16C35', 'Bosch EDC16C10']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,6572,811
BMW,7-Series,E65 - 2002 -> 2008,730d - 231hp,730d,231,275,44,500,600,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC16CP35', 'Bosch EDC17CP09']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6573,812
BMW,7-Series,E65 - 2002 -> 2008,740d - 257hp,740d,257,300,43,600,700,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C31'],,Stage 1,6574,813
BMW,7-Series,E65 - 2002 -> 2008,745d - 299hp,745d,299,340,41,700,800,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16CP35 M&S'],"['Alientech K-TAG', 'Alientech KESSv2', 'MagicMotorsport Flex']",Stage 1,6575,814
BMW,7-Series,E65 - 2002 -> 2008,730i - 258hp,730i,258,272,14,300,320,20,['Specific DTC Disable'],"['Siemens/Continental MS45', 'Siemens/Continental MSV70']",,Stage 1,20668,12297
BMW,7-Series,E65 - 2002 -> 2008,735i - 272hp,735i,272,287,15,360,380,20,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSD80', 'Siemens/Continental MSD87', 'Siemens/Continental MSV90']","['Alientech KESSv2', 'Dimsport New Genius']",Stage 1,20669,12298
BMW,7-Series,E65 - 2002 -> 2008,740i - 306hp,740i,306,335,29,390,425,35,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME9.2'],['Alientech KESSv2'],Stage 1,20670,12299
BMW,7-Series,E65 - 2002 -> 2008,745i - 333hp,745i,333,353,20,450,470,20,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME9.2'],"['Alientech K-TAG', 'Alientech KESSv2', 'Dimsport New Genius']",Stage 1,20671,12300
BMW,7-Series,E65 - 2002 -> 2008,750i - 367hp,750i,367,394,27,490,520,30,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV946'],['Alientech KESSv2'],Stage 1,20672,12301
BMW,7-Series,E65 - 2002 -> 2008,760i - 445hp,760i,445,462,17,600,630,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME9.2'],['Alientech KESSv2'],Stage 1,20673,12302
BMW,7-Series,F01 - 2009 -> 2015,4.0 ActiveHybrid - 320hp,4.0 ActiveHybrid,320,370,50,450,520,70,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.9'],,Stage 1,25807,17969
BMW,7-Series,F01 - 2009 -> 2015,730d - 211hp,730d,211,300,89,500,620,120,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17CP45', 'Bosch EDC17CP09']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6580,820
BMW,7-Series,F01 - 2009 -> 2015,730d - 258hp,730d,258,310,52,560,650,90,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C56', 'Bosch EDC17CP09']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6582,822
BMW,7-Series,F01 - 2009 -> 2015,730d (2008 -> 2012) - 245hp,730d (2008 -> 2012),245,300,55,520,620,100,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17CP09', 'Bosch EDC17CP45']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6581,821
BMW,7-Series,F01 - 2009 -> 2015,740d - 306hp,740d,306,340,34,600,680,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17CP09'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6583,823
BMW,7-Series,F01 - 2009 -> 2015,740d - 313hp,740d,313,360,47,630,700,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17CP45'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6584,824
BMW,7-Series,F01 - 2009 -> 2015,750d - 381hp,750d,381,420,39,740,800,60,,['Bosch EDC17CP45'],['Autotuner'],Stage 1,6585,825
BMW,7-Series,F01 - 2009 -> 2015,740i - 320hp,740i,320,365,45,450,520,70,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental MSD87', 'Bosch MEVD17.2.6']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6576,815
BMW,7-Series,F01 - 2009 -> 2015,750i - 408hp,750i,408,470,62,600,700,100,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSD85'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6577,816
BMW,7-Series,F01 - 2009 -> 2015,750i - valvetronic - 449hp,750i - valvetronic,449,540,91,650,780,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']","['Autotuner', 'MagicMotorsport Flex']",Stage 1,6578,817
BMW,7-Series,F01 - 2009 -> 2015,750i - valvetronic - 510hp,750i - valvetronic,510,540,30,750,780,30,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Bosch MEVD17.2.H']",,Stage 1,13326,818
BMW,7-Series,F01 - 2009 -> 2015,760i - 544hp,760i,544,610,66,750,850,100,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental MSD87'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6579,819
BMW,7-Series,G11/G12 - 2016 -> 2019,720i - 184hp,720i,184,250,66,290,440,150,"['Specific DTC Disable', 'Start/Stop Disable', 'Speed Limiter Disable']",['Bosch MG1CS003'],['Autotuner Autotuner'],Stage 1,24354,16007
BMW,7-Series,G11/G12 - 2016 -> 2019,730i - 258hp,730i,258,287,29,400,450,50,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Speed Limiter Disable']",['Bosch MG1CS003'],"['Autotuner Autotuner', 'CMD CMDFlash', 'MagicMotorsport Flex']",Stage 1,24353,16006
BMW,7-Series,G11/G12 - 2016 -> 2019,740i - 326hp,740i,326,400,74,450,580,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS003'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6586,826
BMW,7-Series,G11/G12 - 2016 -> 2019,740i (PP) - 360hp,740i (PP),360,400,40,500,580,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS003'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,6587,8592
BMW,7-Series,G11/G12 - 2016 -> 2019,750i - 450hp,750i,450,550,100,650,820,170,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS003'],"['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,6588,827
BMW,7-Series,G11/G12 - 2016 -> 2019,M760i - 610hp,M760i,610,680,70,800,920,120,"['Decat', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Pops & Bangs', 'Speed Limiter Disable']",['Bosch MG1CS003'],"['Alientech KESS3', 'Autotuner Autotuner', 'CMD CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,25190,16890
BMW,7-Series,G11/G12 - 2016 -> 2019,725D - 231hp,725D,231,270,39,500,500,0,,,,Stage 1,6590,8594
BMW,7-Series,G11/G12 - 2016 -> 2019,730D - 211hp,730D,211,310,99,620,720,100,,['Bosch MDG1_MD1CP002'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6591,8595
BMW,7-Series,G11/G12 - 2016 -> 2019,730D - 265hp,730D,265,310,45,620,720,100,,['Bosch MDG1_MD1CP002'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,6592,828
